ID,Function,Function Description,Category ID,Category,Category Description,Subcategory ID,Subcategory Description,Implementation Example,In Scope? ,Owner,Stakeholder(s),Auditor,NIST 800-53 Control Ref,Test Procedure(s),Q1 Actual Score,Q1 Target Score,Q1 Observations,Q1 Observation Date,Q1 Testing Status,Q2 Actual Score,Q2 Target Score,Q2 Observations,Q2 Observation Date,Q2 Testing Status,Q3 Actual Score,Q3 Target Score,Q3 Observations,Q3 Observation Date,Q3 Testing Status,Q4 Actual Score,Q4 Target Score,Q4 Observations,Q4 Observation Date,Q4 Testing Status,Minimum Target,Action Plan,Artifact Name
GV.PO-02 Ex4,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.PO,Policy (GV.PO),"Organizational cybersecurity policy is established, communicated, and enforced",GV.PO-02,"Policy for managing cybersecurity risks is reviewed, updated, communicated, and enforced to reflect changes in requirements, threats, technology, and organizational mission","Ex4: Update policy to reflect changes in technology (e.g., adoption of artificial intelligence) and changes to the business (e.g., acquisition of a new business, new contract requirements)",Yes,,,,"AC-01,AT-01,AU-01,CA-01,CM-01,CP-01,IA-01,IR-01,MA-01,MP-01,PE-01,PL-01,PM-01,PS-01,PT-01,RA-01,SA-01,SC-01,SI-01,SR-01",,0,5,,2024-03-15,Not Started,3,5,Documentation under review,2024-06-15,Pending Review,,,,,,0,5,,2024-12-15,Not Started,5,,
GV.RM-01 Ex1,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.RM,Risk Management Strategy (GV.RM),"The organization's priorities, constraints, risk tolerance and appetite statements, and assumptions are established, communicated, and used to support operational risk decisions",GV.RM-01,Risk management objectives are established and agreed to by organizational stakeholders,Ex1: Update near-term and long-term cybersecurity risk management objectives as part of annual strategic planning and when major changes occur,Yes,,,,"PM-09,RA-07,SR-02",,6,5,Annual assessment complete - meets requirements,2024-03-15,Completed,6,5,Control operating as expected,2024-06-15,Completed,3,5,Final review scheduled,2024-09-15,Pending Review,,,,,,5,,
GV.RM-01 Ex3,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.RM,Risk Management Strategy (GV.RM),"The organization's priorities, constraints, risk tolerance and appetite statements, and assumptions are established, communicated, and used to support operational risk decisions",GV.RM-01,Risk management objectives are established and agreed to by organizational stakeholders,Ex3: Senior leaders agree about cybersecurity objectives and use them for measuring and managing risk and performance,Yes,,,,"PM-09,RA-07,SR-02",,3,5,Remediation in progress,2024-03-15,In Progress,,,,,,,,,,,,,,,,5,,
GV.RM-02 Ex1,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.RM,Risk Management Strategy (GV.RM),"The organization's priorities, constraints, risk tolerance and appetite statements, and assumptions are established, communicated, and used to support operational risk decisions",GV.RM-02,"Risk appetite and risk tolerance statements are established, communicated, and maintained",Ex1: Determine and communicate risk appetite statements that convey expectations about the appropriate level of risk for the organization,Yes,,,,PM-09,,5,5,Annual assessment complete - meets requirements,2024-03-15,Completed,0,5,,2024-06-15,Not Started,5,5,Evidence reviewed and approved,2024-09-15,Completed,0,5,,2024-12-15,Not Started,5,,
GV.RM-02 Ex2,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.RM,Risk Management Strategy (GV.RM),"The organization's priorities, constraints, risk tolerance and appetite statements, and assumptions are established, communicated, and used to support operational risk decisions",GV.RM-02,"Risk appetite and risk tolerance statements are established, communicated, and maintained","Ex2: Translate risk appetite statements into specific, measurable, and broadly understandable risk tolerance statements",Yes,,,,PM-09,,2,5,Remediation in progress,2024-03-15,In Progress,2,5,Testing in progress,2024-06-15,In Progress,2,5,Configuration updates being applied,2024-09-15,In Progress,3,5,Evidence submitted for review,2024-12-15,Pending Review,5,,
GV.RM-03 Ex1,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.RM,Risk Management Strategy (GV.RM),"The organization's priorities, constraints, risk tolerance and appetite statements, and assumptions are established, communicated, and used to support operational risk decisions",GV.RM-03,Cybersecurity risk management activities and outcomes are included in enterprise risk management processes,"Ex1: Aggregate and manage cybersecurity risks alongside other enterprise risks (e.g., compliance, financial, operational, regulatory, reputational, safety)",Yes,,,,"PM-03,PM-09,PM-30,RA-07,SR-02",,0,5,,2024-03-15,Not Started,,,,,,,,,,,5,5,Control validated and operating effectively,2024-12-15,Completed,5,,
GV.RM-03 Ex3,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.RM,Risk Management Strategy (GV.RM),"The organization's priorities, constraints, risk tolerance and appetite statements, and assumptions are established, communicated, and used to support operational risk decisions",GV.RM-03,Cybersecurity risk management activities and outcomes are included in enterprise risk management processes,Ex3: Establish criteria for escalating cybersecurity risks within enterprise risk management,Yes,,,,"PM-03,PM-09,PM-30,RA-07,SR-02",,0,5,,2024-03-15,Not Started,3,5,Testing in progress,2024-06-15,In Progress,,,,,,,,,,,5,,
GV.RM-04 Ex1,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.RM,Risk Management Strategy (GV.RM),"The organization's priorities, constraints, risk tolerance and appetite statements, and assumptions are established, communicated, and used to support operational risk decisions",GV.RM-04,Strategic direction that describes appropriate risk response options is established and communicated,Ex1: Specify criteria for accepting and avoiding cybersecurity risk for various classifications of data,Yes,,,,"PM-09,PM-28,PM-30,SR-02",,0,5,,2024-03-15,Not Started,3,5,Documentation under review,2024-06-15,Pending Review,5,5,Evidence reviewed and approved,2024-09-15,Completed,5,5,Control validated and operating effectively,2024-12-15,Completed,5,,
GV.RM-04 Ex3,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.RM,Risk Management Strategy (GV.RM),"The organization's priorities, constraints, risk tolerance and appetite statements, and assumptions are established, communicated, and used to support operational risk decisions",GV.RM-04,Strategic direction that describes appropriate risk response options is established and communicated,"Ex3: Document conditions under which shared responsibility models are acceptable (e.g., outsourcing certain cybersecurity functions, having a third party perform financial transactions on behalf of the organization, using public cloud-based services)",No,,,,"PM-09,PM-28,PM-30,SR-02",,,,,,,,,,,,,,,,,,,,,,5,,
GV.RM-05 Ex2,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.RM,Risk Management Strategy (GV.RM),"The organization's priorities, constraints, risk tolerance and appetite statements, and assumptions are established, communicated, and used to support operational risk decisions",GV.RM-05,"Lines of communication across the organization are established for cybersecurity risks, including risks from suppliers and other third parties","Ex2: Identify how all departments across the organization - such as management, operations, internal auditors, legal, acquisition, physical security, and HR - will communicate with each other about cybersecurity risks",No,,,,"PM-09,PM-30",,,,,,,,,,,,,,,,,,,,,,5,,
GV.RM-06 Ex1,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.RM,Risk Management Strategy (GV.RM),"The organization's priorities, constraints, risk tolerance and appetite statements, and assumptions are established, communicated, and used to support operational risk decisions",GV.RM-06,"A standardized method for calculating, documenting, categorizing, and prioritizing cybersecurity risks is established and communicated","Ex1: Establish criteria for using a quantitative approach to cybersecurity risk analysis, and specify probability and exposure formulas",Yes,,,,"PM-09,PM-18,PM-28,PM-30,RA-03",,3,5,Awaiting auditor review,2024-03-15,Pending Review,3,5,Testing in progress,2024-06-15,In Progress,5,5,Evidence reviewed and approved,2024-09-15,Completed,,,,,,5,,
GV.RM-06 Ex3,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.RM,Risk Management Strategy (GV.RM),"The organization's priorities, constraints, risk tolerance and appetite statements, and assumptions are established, communicated, and used to support operational risk decisions",GV.RM-06,"A standardized method for calculating, documenting, categorizing, and prioritizing cybersecurity risks is established and communicated",Ex3: Establish criteria for risk prioritization at the appropriate levels within the enterprise,No,,,,"PM-09,PM-18,PM-28,PM-30,RA-03",,,,,,,,,,,,,,,,,,,,,,5,,
GV.RM-06 Ex4,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.RM,Risk Management Strategy (GV.RM),"The organization's priorities, constraints, risk tolerance and appetite statements, and assumptions are established, communicated, and used to support operational risk decisions",GV.RM-06,"A standardized method for calculating, documenting, categorizing, and prioritizing cybersecurity risks is established and communicated","Ex4: Use a consistent list of risk categories to support integrating, aggregating, and comparing cybersecurity risks",Yes,,,,"PM-09,PM-18,PM-28,PM-30,RA-03",,0,5,Pending vendor support,2024-03-15,Blocked,,,,,,3,5,Configuration updates being applied,2024-09-15,In Progress,,,,,,5,,
GV.RM-07 Ex1,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.RM,Risk Management Strategy (GV.RM),"The organization's priorities, constraints, risk tolerance and appetite statements, and assumptions are established, communicated, and used to support operational risk decisions",GV.RM-07,"Strategic opportunities (i.e., positive risks) are characterized and are included in organizational cybersecurity risk discussions","Ex1: Define and communicate guidance and methods for identifying opportunities and including them in risk discussions (e.g., strengths, weaknesses, opportunities, and threats [SWOT] analysis)",No,,,,"PM-09,PM-18,PM-28,PM-30,RA-03",,,,,,,,,,,,,,,,,,,,,,5,,
GV.RM-07 Ex2,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.RM,Risk Management Strategy (GV.RM),"The organization's priorities, constraints, risk tolerance and appetite statements, and assumptions are established, communicated, and used to support operational risk decisions",GV.RM-07,"Strategic opportunities (i.e., positive risks) are characterized and are included in organizational cybersecurity risk discussions",Ex2: Identify stretch goals and document them,No,,,,"PM-09,PM-18,PM-28,PM-30,RA-03",,,,,,,,,,,,,,,,,,,,,,5,,
GV.RR-01 Ex1,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.RR,"Roles, Responsibilities, and Authorities (GV.RR)","Cybersecurity roles, responsibilities, and authorities to foster accountability, performance assessment, and continuous improvement are established and communicated",GV.RR-01,"Organizational leadership is responsible and accountable for cybersecurity risk and fosters a culture that is risk-aware, ethical, and continually improving","Ex1: Leaders (e.g., directors) agree on their roles and responsibilities in developing, implementing, and assessing the organization's cybersecurity strategy",Yes,,,,"PM-02,PM-19,PM-23,PM-24,PM-29",,5,5,Annual assessment complete - meets requirements,2024-03-15,Completed,0,5,,2024-06-15,Not Started,6,5,Evidence reviewed and approved,2024-09-15,Completed,,,,,,5,,
GV.RR-01 Ex2,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.RR,"Roles, Responsibilities, and Authorities (GV.RR)","Cybersecurity roles, responsibilities, and authorities to foster accountability, performance assessment, and continuous improvement are established and communicated",GV.RR-01,"Organizational leadership is responsible and accountable for cybersecurity risk and fosters a culture that is risk-aware, ethical, and continually improving","Ex2: Share leaders' expectations regarding a secure and ethical culture, especially when current events present the opportunity to highlight positive or negative examples of cybersecurity risk management",Yes,,,,"PM-02,PM-19,PM-23,PM-24,PM-29",,6,5,Annual assessment complete - meets requirements,2024-03-15,Completed,3,5,Testing in progress,2024-06-15,In Progress,,,,,,,,,,,5,,
GV.RR-01 Ex3,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",GV.RR,"Roles, Responsibilities, and Authorities (GV.RR)","Cybersecurity roles, responsibilities, and authorities to foster accountability, performance assessment, and continuous improvement are established and communicated",GV.RR-01,"Organizational leadership is responsible and accountable for cybersecurity risk and fosters a culture that is risk-aware, ethical, and continually improving",Ex3: Leaders direct the CISO to maintain a comprehensive cybersecurity risk strategy and review and update it at least annually and after major events,No,,,,"PM-02,PM-19,PM-23,PM-24,PM-29",,,,,,,,,,,,,,,,,,,,,,5,,
