ID,Function,Function Description,Category,Category Description,Subcategory ID,Subcategory Description,Implementation Example,In Scope? ,Owner,Stakeholders,Auditor,Control Implementation Description,Test Procedure(s),Observations,Current State Score,Desired State Score,Testing Status
GV.PO-02 Ex4,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",Policy (GV.PO),"Organizational cybersecurity policy is established, communicated, and enforced",GV.PO-02,"Policy for managing cybersecurity risks is reviewed, updated, communicated, and enforced to reflect changes in requirements, threats, technology, and organizational mission","Ex4: Update policy to reflect changes in technology (e.g., adoption of artificial intelligence) and changes to the business (e.g., acquisition of a new business, new contract requirements)",Yes,Gerry,"Jason, James",Steve,,,,,,
GV.OV-01 Ex1,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",Oversight (GV.OV),"Results of organization-wide cybersecurity risk management activities and performance are used to inform, improve, and adjust the risk management strategy",GV.OV-01,Cybersecurity risk management strategy outcomes are reviewed to inform and adjust strategy and direction,Ex1: Measure how well the risk management strategy and risk results have helped leaders make decisions and achieve organizational objectives,Yes,Gerry,"Jason, James",Steve,,,,,,
GV.OV-01 Ex2,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",Oversight (GV.OV),"Results of organization-wide cybersecurity risk management activities and performance are used to inform, improve, and adjust the risk management strategy",GV.OV-01,Cybersecurity risk management strategy outcomes are reviewed to inform and adjust strategy and direction,Ex2: Examine whether cybersecurity risk strategies that impede operations or innovation should be adjusted,Yes,Gerry,"Jason, James",Steve,,,,,,
GV.OV-02 Ex1,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",Oversight (GV.OV),"Results of organization-wide cybersecurity risk management activities and performance are used to inform, improve, and adjust the risk management strategy",GV.OV-02,The cybersecurity risk management strategy is reviewed and adjusted to ensure coverage of organizational requirements and risks,Ex1: Review audit findings to confirm whether the existing cybersecurity strategy has ensured compliance with internal and external requirements,Yes,Gerry,"Jason, James",Steve,,,,,,
GV.OV-02 Ex2,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",Oversight (GV.OV),"Results of organization-wide cybersecurity risk management activities and performance are used to inform, improve, and adjust the risk management strategy",GV.OV-02,The cybersecurity risk management strategy is reviewed and adjusted to ensure coverage of organizational requirements and risks,Ex2: Review the performance oversight of those in cybersecurity-related roles to determine whether policy changes are necessary,Yes,Gerry,"Jason, James",Steve,,,,,,
GV.OV-02 Ex3,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",Oversight (GV.OV),"Results of organization-wide cybersecurity risk management activities and performance are used to inform, improve, and adjust the risk management strategy",GV.OV-02,The cybersecurity risk management strategy is reviewed and adjusted to ensure coverage of organizational requirements and risks,Ex3: Review strategy in light of cybersecurity incidents,Yes,Gerry,"Jason, James",Steve,,,,,,
GV.OV-03 Ex1,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",Oversight (GV.OV),"Results of organization-wide cybersecurity risk management activities and performance are used to inform, improve, and adjust the risk management strategy",GV.OV-03,Organizational cybersecurity risk management performance is evaluated and reviewed for adjustments needed,Ex1: Review key performance indicators (KPIs) to ensure that organization-wide policies and procedures achieve objectives,Yes,Gerry,"Jason, James",Steve,,,,,,
GV.OV-03 Ex2,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",Oversight (GV.OV),"Results of organization-wide cybersecurity risk management activities and performance are used to inform, improve, and adjust the risk management strategy",GV.OV-03,Organizational cybersecurity risk management performance is evaluated and reviewed for adjustments needed,"Ex2: Review key risk indicators (KRIs) to identify risks the organization faces, including likelihood and potential impact",Yes,Gerry,"Jason, James",Steve,,,,,,
GV.OV-03 Ex3,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",Oversight (GV.OV),"Results of organization-wide cybersecurity risk management activities and performance are used to inform, improve, and adjust the risk management strategy",GV.OV-03,Organizational cybersecurity risk management performance is evaluated and reviewed for adjustments needed,Ex3: Collect and communicate metrics on cybersecurity risk management with senior leadership,Yes,Gerry,"Jason, James",Steve,,,,,,
GV.SC-01 Ex1,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-01,"A cybersecurity supply chain risk management program, strategy, objectives, policies, and processes are established and agreed to by organizational stakeholders",Ex1: Establish a strategy that expresses the objectives of the cybersecurity supply chain risk management program,Yes,Gerry,"Jason, James",Steve,,,,,,
GV.SC-01 Ex2,GOVERN (GV),"The organization's cybersecurity risk management strategy, expectations, and policy are established, communicated, and monitored",Cybersecurity Supply Chain Risk Management (GV.SC),"Cyber supply chain risk management processes are identified, established, managed, monitored, and improved by organizational stakeholders",GV.SC-01,"A cybersecurity supply chain risk management program, strategy, objectives, policies, and processes are established and agreed to by organizational stakeholders","Ex2: Develop the cybersecurity supply chain risk management program, including a plan (with milestones), policies, and procedures that guide implementation and improvement of the program, and share the policies and procedures with the organizational stakeholders",Yes,Gerry,"Jason, James",Steve,,,,,,
